season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,day,mnth,yr,dayofweek,rush_hour
3,0,0,1,0.78,0.6818,0.35,0.1045,18,12,8,1,6,1
4,0,1,3,0.4,0.4091,0.94,0.194,19,21,11,0,0,1
3,0,1,2,0.62,0.5758,0.83,0.0,6,24,8,1,4,0
1,0,1,2,0.26,0.2727,0.65,0.1045,5,14,2,1,1,0
4,0,1,1,0.48,0.4697,0.77,0.1343,0,5,10,0,2,0
2,0,1,3,0.56,0.5303,0.94,0.2537,2,21,5,1,0,0
2,0,1,1,0.6,0.5606,0.83,0.1642,1,17,5,1,3,0
1,0,0,1,0.46,0.4545,0.88,0.194,0,18,3,1,6,0
2,0,1,1,0.6,0.5909,0.69,0.1343,17,18,5,0,2,1
2,0,0,2,0.62,0.6061,0.65,0.1642,4,5,6,0,6,0
1,0,1,2,0.42,0.4242,0.54,0.2985,20,16,3,0,2,0
4,0,1,2,0.72,0.6667,0.58,0.3284,13,4,10,1,3,0
1,0,0,2,0.32,0.3333,0.66,0.0896,2,24,12,0,5,0
1,0,0,1,0.18,0.1667,0.51,0.2537,7,20,2,0,6,1
2,0,1,3,0.6,0.5758,0.78,0.2537,16,16,5,0,0,1
3,0,1,2,0.54,0.5152,1.0,0.1642,5,21,9,0,2,0
4,0,1,1,0.36,0.3636,0.81,0.0896,4,17,10,1,2,0
2,0,1,2,0.76,0.7273,0.7,0.1045,8,9,6,0,3,1
1,0,1,1,0.36,0.3485,0.5,0.2239,23,1,3,1,3,0
3,0,1,2,0.64,0.6061,0.73,0.0,4,24,8,1,4,0
2,0,1,1,0.68,0.6364,0.57,0.3582,18,25,4,0,0,1
1,0,1,2,0.26,0.2727,0.56,0.1045,12,9,1,1,0,0
1,0,0,1,0.48,0.4697,0.44,0.1642,16,27,2,0,6,1
2,0,1,1,0.42,0.4242,0.47,0.194,21,21,4,0,3,0
1,0,1,2,0.26,0.2576,1.0,0.1642,20,23,1,1,0,0
2,0,1,1,0.56,0.5303,0.56,0.1642,1,8,6,1,4,0
2,0,1,2,0.56,0.5303,0.83,0.2239,0,3,5,0,1,0
4,0,1,1,0.44,0.4394,0.67,0.5224,8,20,10,0,3,1
2,0,1,1,0.6,0.6061,0.64,0.3284,4,17,5,1,3,0
1,0,1,1,0.38,0.3939,0.43,0.5224,19,2,2,1,3,1
2,0,1,1,0.64,0.6212,0.36,0.4627,12,4,4,0,0,0
3,0,1,1,0.62,0.5909,0.73,0.0,3,30,8,1,3,0
2,0,1,1,0.7,0.6364,0.39,0.3284,17,13,6,0,0,1
2,0,1,2,0.56,0.5303,0.88,0.0,0,17,5,0,1,0
3,0,0,2,0.62,0.6061,0.69,0.1343,7,19,8,1,6,1
4,0,1,3,0.54,0.5152,0.68,0.0,20,1,10,1,0,0
3,0,1,1,0.8,0.7121,0.36,0.194,16,12,7,1,3,1
1,0,1,1,0.6,0.6061,0.6,0.3881,13,13,3,1,1,0
1,0,0,1,0.32,0.303,0.26,0.2239,12,29,1,1,6,0
3,0,1,1,0.86,0.7576,0.36,0.1642,10,1,8,0,0,0
4,0,0,1,0.64,0.6212,0.44,0.0896,16,8,10,0,5,1
1,0,0,2,0.28,0.2727,0.61,0.1642,13,5,2,1,6,0
1,0,0,1,0.4,0.4091,0.5,0.2985,8,13,3,0,6,1
3,0,0,1,0.64,0.6212,0.38,0.3881,11,15,9,1,5,0
1,0,1,1,0.42,0.4242,0.38,0.3582,17,14,2,1,1,1
1,1,0,2,0.32,0.303,0.66,0.2239,19,25,12,1,1,1
1,0,0,1,0.22,0.2121,0.51,0.2836,10,16,1,0,6,0
1,0,1,2,0.2,0.197,0.64,0.194,0,7,1,0,4,0
1,0,0,1,0.3,0.2727,0.75,0.2985,12,25,12,0,6,0
1,0,1,2,0.3,0.3333,0.61,0.0,3,16,2,1,3,0
3,0,1,2,0.7,0.6515,0.54,0.1642,0,13,7,1,4,0
1,1,0,2,0.16,0.1515,0.5,0.2537,10,17,1,0,0,0
2,1,0,1,0.6,0.6061,0.64,0.2537,2,16,4,1,0,0
3,0,1,1,0.76,0.7273,0.66,0.1642,9,9,8,1,3,1
3,0,1,1,0.72,0.6818,0.66,0.2836,7,26,7,0,1,1
4,0,1,3,0.38,0.3939,0.71,0.3881,17,23,11,0,2,1
4,1,0,1,0.32,0.3333,0.66,0.0896,0,22,11,1,3,0
1,0,0,2,0.3,0.2879,1.0,0.2239,6,5,3,0,5,0
1,0,1,3,0.26,0.2727,0.81,0.1045,16,8,2,1,2,1
1,0,0,1,0.14,0.2121,0.86,0.0,1,12,2,0,5,0
4,0,0,2,0.42,0.4242,0.71,0.1045,11,7,10,1,6,0
3,0,1,1,0.68,0.6364,0.79,0.1642,0,22,8,0,0,0
3,0,1,1,0.84,0.8182,0.56,0.2239,18,28,7,0,3,1
1,0,1,1,0.32,0.303,0.57,0.2537,7,28,12,0,2,1
2,0,1,1,0.6,0.6061,0.23,0.3284,21,4,4,1,2,0
2,0,0,1,0.2,0.197,0.51,0.194,7,26,3,0,5,1
2,0,1,2,0.4,0.4091,0.94,0.2985,22,12,4,0,1,0
2,0,1,1,0.6,0.6212,0.55,0.1642,18,19,5,0,3,1
2,0,0,3,0.4,0.4091,0.82,0.2537,9,22,4,1,6,1
2,0,1,1,0.58,0.5455,0.53,0.0,0,4,6,1,0,0
1,0,0,2,0.26,0.2576,0.7,0.194,11,5,2,1,6,0
4,0,0,1,0.54,0.5152,0.83,0.194,5,6,10,1,5,0
2,0,0,1,0.78,0.7424,0.59,0.2836,13,12,6,0,6,0
1,0,1,1,0.34,0.3485,0.53,0.1045,7,12,3,1,0,1
2,0,0,1,0.28,0.2727,0.38,0.1642,11,26,3,0,5,0
3,0,0,1,0.7,0.6667,0.84,0.1642,1,27,8,0,5,0
3,0,1,3,0.64,0.6061,0.73,0.2836,0,27,6,0,0,0
2,0,1,1,0.62,0.6212,0.43,0.2836,9,4,6,1,0,1
1,0,0,1,0.12,0.1364,0.54,0.194,9,15,1,1,6,1
2,1,0,1,0.54,0.5152,0.52,0.2537,14,15,4,0,4,0
3,0,0,1,0.76,0.6667,0.37,0.194,12,18,8,1,5,0
3,0,0,1,0.48,0.4697,0.67,0.2537,9,18,9,0,6,1
1,0,0,3,0.22,0.2273,0.93,0.1343,4,5,2,0,5,0
4,0,0,1,0.56,0.5303,0.4,0.3881,11,15,10,0,5,0
2,0,1,2,0.32,0.303,0.81,0.2836,3,23,4,1,0,0
4,0,1,3,0.46,0.4545,1.0,0.2239,12,6,12,0,1,0
4,0,0,1,0.22,0.2121,0.55,0.2239,3,18,12,0,6,0
4,0,1,1,0.26,0.2424,0.56,0.2537,6,13,12,1,3,0
3,0,1,1,0.7,0.6364,0.42,0.1642,15,29,8,0,0,0
2,0,1,3,0.36,0.3182,0.87,0.4925,9,5,4,0,1,1
2,0,1,2,0.48,0.4697,0.88,0.3284,6,5,4,0,1,0
4,0,0,1,0.6,0.6212,0.46,0.1045,18,8,10,0,5,1
2,0,1,1,0.62,0.5909,0.78,0.2537,23,20,6,0,0,0
3,0,0,1,0.82,0.7121,0.26,0.2985,18,23,6,1,5,1
3,1,0,1,0.8,0.7273,0.46,0.1343,18,4,7,0,0,1
1,0,1,1,0.14,0.1212,0.39,0.3582,11,10,2,0,3,0
4,0,1,1,0.6,0.5,1.0,0.0,18,23,9,0,4,1
2,0,1,1,0.46,0.4545,0.94,0.2836,2,11,4,0,0,0
1,0,1,1,0.4,0.4091,0.54,0.1045,2,28,2,1,1,0
2,0,0,1,0.58,0.5455,0.56,0.0896,23,12,5,1,5,0
1,0,1,1,0.38,0.3939,0.4,0.0,15,3,2,1,4,0
4,0,1,1,0.42,0.4242,0.82,0.0,5,7,10,0,4,0
3,0,0,1,0.82,0.7273,0.38,0.0,16,9,7,0,5,1
4,0,1,1,0.22,0.2273,0.44,0.1642,4,18,11,0,4,0
1,0,1,1,0.26,0.2727,0.6,0.1045,8,31,1,1,1,1
3,0,1,1,0.56,0.5303,0.83,0.0896,5,21,8,1,1,0
4,0,1,1,0.34,0.3333,0.66,0.1642,11,2,12,0,4,0
3,0,0,1,0.8,0.7273,0.46,0.2985,18,17,7,0,6,1
3,0,1,2,0.66,0.6212,0.74,0.1045,16,21,9,0,2,1
2,0,0,1,0.72,0.6515,0.45,0.3582,15,13,5,1,6,0
1,0,1,2,0.28,0.2727,0.45,0.1642,11,20,1,0,3,0
2,0,1,1,0.64,0.6061,0.65,0.2836,5,27,5,0,4,0
1,0,1,1,0.32,0.303,0.39,0.2985,14,9,2,1,3,0
4,0,1,1,0.34,0.303,0.49,0.3582,17,13,11,1,1,1
3,0,0,2,0.62,0.6061,0.69,0.1045,6,19,8,1,6,0
1,0,0,3,0.1,0.0758,0.68,0.3881,0,12,2,1,6,0
3,0,0,2,0.66,0.5909,0.89,0.0,22,1,9,1,5,0
3,0,1,1,0.7,0.6515,0.58,0.1642,19,1,9,0,3,1
1,0,1,1,0.46,0.4545,0.31,0.3881,16,16,2,0,2,1
3,0,1,1,0.84,0.7727,0.47,0.194,21,5,7,1,3,0
2,0,0,1,0.38,0.3939,0.43,0.1642,0,28,4,1,5,0
4,1,0,1,0.4,0.4091,0.76,0.1642,1,12,11,1,0,0
2,0,1,1,0.66,0.6061,0.78,0.0,1,8,6,0,2,0
2,0,1,1,0.46,0.4545,0.77,0.1642,4,18,5,1,4,0
1,0,1,1,0.1,0.1212,0.74,0.1642,8,11,2,0,4,1
4,0,1,2,0.52,0.5,0.88,0.1045,2,26,10,1,4,0
4,0,0,3,0.34,0.303,0.87,0.2985,2,2,10,0,6,0
1,0,1,1,0.22,0.2424,0.69,0.1045,3,6,1,1,4,0
2,0,1,1,0.46,0.4545,0.88,0.0896,23,21,3,0,0,0
2,0,1,1,0.52,0.5,0.27,0.2836,13,13,4,1,4,0
3,0,1,1,0.72,0.6818,0.62,0.0,5,5,7,1,3,0
2,0,1,1,0.6,0.6212,0.46,0.0896,10,6,6,1,2,0
2,0,1,2,0.56,0.5303,0.94,0.194,7,9,5,1,2,1
4,0,1,1,0.24,0.2879,0.75,0.0,2,30,11,1,4,0
3,0,1,2,0.76,0.6818,0.48,0.1343,16,24,8,1,4,1
4,0,1,1,0.64,0.6212,0.41,0.2239,18,25,9,1,1,1
2,0,1,1,0.38,0.3939,0.22,0.1642,16,29,3,0,1,1
1,0,1,1,0.2,0.1818,0.27,0.2836,14,10,2,0,3,0
4,0,1,1,0.3,0.303,0.36,0.1642,18,18,11,0,4,1
4,0,1,3,0.62,0.5455,0.94,0.0,0,3,10,1,2,0
3,0,1,1,0.74,0.6667,0.51,0.0,12,22,8,1,2,0
1,0,1,3,0.24,0.2576,0.93,0.0896,21,24,12,1,0,0
2,0,0,1,0.52,0.5,0.83,0.4179,12,23,4,0,5,0
2,0,1,1,0.46,0.4545,0.33,0.3881,13,27,4,1,4,0
3,0,1,2,0.72,0.7121,0.84,0.0,6,29,7,0,4,0
1,0,1,1,0.4,0.4091,0.37,0.3582,14,17,2,1,4,0
4,0,1,1,0.46,0.4545,0.67,0.194,2,6,10,0,3,0
4,0,1,1,0.6,0.6212,0.56,0.2985,21,25,9,1,1,0
1,0,0,1,0.22,0.2727,0.8,0.0,6,1,1,0,5,0
2,0,0,1,0.7,0.6364,0.42,0.3284,17,15,4,1,6,1
4,0,1,1,0.44,0.4394,0.88,0.2239,3,28,11,0,0,0
4,0,1,1,0.46,0.4545,0.88,0.0896,21,6,10,0,3,0
2,0,1,3,0.66,0.6212,0.74,0.1642,23,24,5,0,1,0
3,0,1,2,0.9,0.8485,0.42,0.2836,11,29,6,1,4,0
1,0,0,3,0.38,0.3939,0.87,0.0896,9,3,3,1,5,1
3,0,1,1,0.66,0.6212,0.54,0.0,22,29,8,1,2,0
3,0,0,1,0.8,0.7273,0.43,0.1343,16,29,7,1,6,1
1,0,0,1,0.46,0.4545,0.41,0.3881,16,13,3,0,6,1
1,0,0,1,0.2,0.2273,0.51,0.1045,8,20,2,0,6,1
4,1,0,1,0.44,0.4394,0.88,0.1045,9,12,11,1,0,1
1,0,0,1,0.24,0.2273,0.44,0.2537,11,16,1,0,6,0
2,0,1,2,0.24,0.2273,0.93,0.2537,3,1,4,0,4,0
2,0,0,1,0.62,0.5909,0.73,0.2985,12,15,5,0,6,0
3,0,0,1,0.7,0.6667,0.89,0.194,22,7,8,0,6,0
4,0,0,1,0.44,0.4394,0.72,0.0896,21,23,10,0,6,0
2,0,1,1,0.46,0.4545,1.0,0.0,1,20,5,0,4,0
4,0,1,1,0.6,0.5909,0.73,0.2836,22,5,10,1,4,0
2,0,1,3,0.34,0.3333,0.87,0.1642,7,8,4,0,4,1
1,0,0,3,0.32,0.2879,1.0,0.3582,18,6,3,0,6,1
4,0,1,2,0.34,0.3485,0.66,0.1045,4,1,11,1,3,0
1,0,1,1,0.46,0.4545,0.94,0.2239,3,1,3,1,3,0
2,0,1,1,0.76,0.6818,0.48,0.1642,16,4,5,1,4,1
2,0,1,1,0.62,0.6212,0.53,0.0,17,20,5,0,4,1
3,0,0,2,0.58,0.5455,0.73,0.1642,23,8,9,1,5,0
2,0,1,1,0.58,0.5455,0.78,0.2239,22,15,5,1,1,0
1,0,1,1,0.34,0.303,0.36,0.2985,15,6,3,1,1,0
3,0,1,2,0.64,0.5758,0.83,0.194,10,21,6,0,1,0
4,0,1,1,0.34,0.3333,0.71,0.1343,8,20,11,1,1,1
1,0,1,1,0.28,0.2727,0.38,0.2537,17,28,12,0,2,1
2,1,0,1,0.86,0.7879,0.41,0.1642,18,30,5,0,0,1
2,0,1,1,0.7,0.6515,0.54,0.3582,16,25,4,0,0,1
4,0,1,1,0.5,0.4848,0.77,0.0896,22,19,10,1,4,0
1,0,0,1,0.32,0.2879,0.28,0.5224,20,19,2,0,5,0
3,0,1,1,0.64,0.5758,0.83,0.1045,2,1,8,1,2,0
1,0,1,1,0.46,0.4545,0.88,0.194,7,19,3,1,0,1
2,0,1,2,0.5,0.4848,0.63,0.2239,13,21,3,0,0,0
4,0,0,1,0.44,0.4394,0.44,0.2836,12,12,11,0,5,0
3,0,0,3,0.72,0.697,0.74,0.0896,13,2,9,1,6,0
3,0,1,1,0.54,0.5152,0.83,0.0,5,14,9,1,4,0
4,0,1,2,0.66,0.6212,0.69,0.2985,17,27,9,1,3,1
4,0,1,2,0.48,0.4697,0.88,0.0896,23,26,10,0,2,0
3,0,0,3,0.66,0.6061,0.83,0.0,20,3,7,0,6,0
1,0,1,1,0.2,0.2121,0.51,0.1343,4,30,1,1,0,0
2,0,0,1,0.5,0.4848,0.68,0.0,5,3,6,1,6,0
3,0,1,1,0.8,0.7576,0.55,0.0896,11,18,7,0,0,0
1,0,1,1,0.4,0.4091,0.43,0.4627,18,2,2,1,3,1
3,0,0,1,0.68,0.6364,0.79,0.194,2,21,8,0,6,0
1,0,1,3,0.2,0.1667,0.86,0.4627,11,26,12,1,2,0
4,0,1,2,0.3,0.303,0.7,0.1642,2,16,11,1,4,0
2,0,1,3,0.34,0.3182,0.76,0.2239,2,23,3,0,2,0
2,0,0,2,0.38,0.3939,0.87,0.0896,23,9,4,0,5,0
4,0,0,1,0.3,0.3333,0.81,0.0,3,10,11,1,5,0
2,0,1,2,0.62,0.5606,0.88,0.2239,8,12,6,1,1,1
2,0,1,1,0.64,0.6212,0.57,0.2239,2,1,6,1,4,0
2,0,1,2,0.64,0.6061,0.73,0.2239,22,20,6,0,0,0
3,0,1,1,0.68,0.6364,0.74,0.0896,5,17,7,1,1,0
4,0,1,1,0.6,0.5455,0.88,0.1343,7,29,9,0,3,1
4,0,1,1,0.52,0.5,0.55,0.194,21,30,9,0,4,0
4,0,1,1,0.52,0.5,0.68,0.1642,12,3,12,1,0,0
3,0,1,1,0.64,0.5909,0.78,0.1642,21,13,9,0,1,0
1,1,0,2,0.18,0.2121,0.43,0.1045,14,17,1,0,0,0
1,0,0,1,0.4,0.4091,0.5,0.4179,9,13,3,0,6,1
2,0,1,1,0.5,0.4848,0.42,0.1045,22,10,5,1,3,0
3,0,1,2,0.66,0.6212,0.85,0.1045,8,28,8,1,1,1
2,0,1,2,0.62,0.6212,0.46,0.194,14,4,4,1,2,0
3,0,0,1,0.74,0.6515,0.4,0.194,13,18,8,1,5,0
4,0,1,1,0.54,0.5152,0.56,0.1045,17,17,10,1,2,1
1,0,1,2,0.26,0.2576,0.5,0.2239,13,4,2,0,4,0
3,0,0,1,0.76,0.7273,0.66,0.3284,8,5,8,1,6,1
4,0,1,2,0.46,0.4545,0.94,0.194,5,23,11,0,2,0
3,0,1,2,0.62,0.5909,0.78,0.194,19,20,8,1,0,1
2,0,1,1,0.42,0.4242,0.47,0.2985,10,24,4,1,1,0
3,0,1,1,0.7,0.6667,0.74,0.1343,0,18,7,0,0,0
2,0,0,1,0.7,0.6515,0.58,0.1642,22,9,6,1,5,0
1,0,1,1,0.24,0.2576,0.52,0.1045,3,20,1,1,4,0
3,0,1,1,0.74,0.697,0.66,0.2537,22,24,7,1,1,0
4,0,1,2,0.3,0.2879,0.56,0.2836,0,7,11,1,2,0
1,0,1,1,0.28,0.303,0.7,0.0896,3,29,2,1,2,0
2,0,1,1,0.46,0.4545,0.47,0.2537,12,22,3,0,1,0
2,0,1,1,0.5,0.4848,0.59,0.2537,23,18,4,0,0,0
1,0,0,1,0.2,0.1667,0.34,0.4478,16,9,1,0,6,1
3,0,1,1,0.54,0.5152,0.77,0.0896,8,17,9,1,0,1
2,0,1,1,0.52,0.5,0.63,0.2239,2,15,6,0,2,0
3,0,1,3,0.76,0.697,0.55,0.1343,12,3,8,0,2,0
3,0,1,3,0.64,0.5758,0.89,0.0896,21,7,9,0,2,0
2,1,0,1,0.72,0.6818,0.66,0.1343,11,28,5,1,0,0
2,0,1,1,0.66,0.6061,0.78,0.3284,12,27,4,0,2,0
4,0,1,1,0.36,0.3636,0.43,0.1045,18,1,12,0,3,1
4,0,1,3,0.28,0.2727,0.87,0.2537,13,27,11,1,1,0
1,0,0,1,0.14,0.2121,0.63,0.0,7,15,1,0,5,1
2,0,0,1,0.82,0.7879,0.56,0.2537,14,12,6,0,6,0
3,0,1,1,0.94,0.8485,0.33,0.0,13,18,7,1,2,0
4,0,1,1,0.58,0.5455,0.83,0.0,5,27,9,1,3,0
1,0,1,1,0.3,0.2879,0.26,0.2537,14,11,2,0,4,0
2,0,0,3,0.44,0.4394,1.0,0.2537,22,24,3,1,5,0
1,0,0,1,0.5,0.4848,0.29,0.4179,15,19,3,0,5,0
3,0,1,1,0.72,0.697,0.74,0.2985,23,4,9,1,1,0
1,0,1,2,0.4,0.4091,0.47,0.0896,14,30,12,0,4,0
2,0,1,1,0.44,0.4394,0.33,0.0,10,3,4,1,1,0
2,0,1,2,0.74,0.6818,0.58,0.1642,22,9,6,0,3,0
1,0,0,1,0.4,0.4091,0.35,0.3582,21,13,2,0,6,0
3,0,1,1,0.76,0.7121,0.58,0.5224,17,19,8,0,4,1
4,0,1,1,0.44,0.4394,0.47,0.194,1,11,10,1,3,0
4,0,1,1,0.42,0.4242,0.77,0.0,0,24,10,0,0,0
4,0,1,3,0.38,0.3939,0.62,0.1642,12,1,11,1,3,0
3,0,0,1,0.66,0.6061,0.78,0.1642,9,4,9,0,6,1
1,0,0,2,0.24,0.2424,0.75,0.0896,1,29,12,1,5,0
4,0,0,1,0.52,0.5,0.39,0.0,13,10,11,1,5,0
4,0,1,1,0.56,0.5303,0.49,0.0896,12,6,10,0,3,0
2,0,1,1,0.44,0.4394,0.94,0.194,2,12,5,0,3,0
4,0,1,1,0.34,0.3182,0.46,0.2239,11,5,11,1,0,0
3,0,0,1,0.72,0.6818,0.7,0.0,3,28,7,1,5,0
4,0,1,2,0.36,0.3788,0.57,0.0,5,20,12,0,1,0
4,0,1,2,0.62,0.5606,0.88,0.1045,8,3,10,1,2,1
3,0,0,1,0.58,0.5455,0.78,0.0896,5,16,7,0,5,0
2,0,1,2,0.56,0.5303,0.94,0.1045,7,23,5,0,0,1
3,0,1,2,0.68,0.6364,0.83,0.194,3,14,8,1,1,0
3,0,1,2,0.62,0.5455,0.94,0.1343,20,22,9,0,3,0
2,0,1,1,0.56,0.5303,0.83,0.0,1,2,5,1,2,0
3,0,1,1,0.78,0.7121,0.52,0.2239,14,14,9,0,2,0
2,0,0,1,0.62,0.5909,0.73,0.194,21,22,5,0,6,0
3,0,1,1,0.8,0.7424,0.49,0.2836,12,28,8,1,1,0
4,1,0,2,0.42,0.4242,0.66,0.2836,18,8,10,1,0,1
3,0,1,2,0.74,0.697,0.7,0.2836,11,4,9,1,1,0
3,0,0,1,0.44,0.4394,0.82,0.2537,2,18,9,0,6,0
2,1,0,1,0.8,0.697,0.33,0.3881,17,16,4,1,0,1
4,0,1,1,0.6,0.5758,0.78,0.0896,1,27,9,1,3,0
3,0,1,2,0.76,0.6818,0.45,0.2985,12,25,6,1,0,0
2,0,1,3,0.46,0.4545,0.88,0.194,8,3,5,1,3,1
4,0,1,1,0.34,0.3182,0.42,0.2239,18,13,12,0,1,1
2,0,1,2,0.58,0.5455,0.88,0.0896,8,15,5,1,1,1
2,0,1,2,0.52,0.5,0.83,0.1343,12,26,4,1,3,0
2,0,1,2,0.62,0.5909,0.78,0.0896,5,1,6,1,4,0
2,0,0,2,0.64,0.6212,0.61,0.1642,2,5,6,0,6,0
4,0,1,1,0.26,0.2879,0.87,0.0896,7,21,11,1,2,1
1,0,1,2,0.52,0.5,0.59,0.2239,1,13,3,1,1,0
1,0,1,1,0.3,0.303,0.49,0.1343,19,1,3,0,1,1
3,0,1,1,0.8,0.7273,0.43,0.194,8,1,8,0,0,1
4,0,1,1,0.28,0.2727,0.45,0.1642,22,28,11,1,2,0
3,1,0,2,0.68,0.6364,0.79,0.1642,2,5,9,0,0,0
3,0,1,1,0.7,0.6515,0.61,0.2239,2,11,7,0,0,0
3,0,1,2,0.7,0.6364,0.47,0.2239,17,29,8,0,0,1
2,0,0,2,0.54,0.5152,0.94,0.1343,14,14,5,0,5,0
1,0,0,1,0.12,0.1061,0.39,0.3582,21,8,1,0,5,0
4,0,0,2,0.3,0.303,0.7,0.1642,0,18,11,1,6,0
2,0,1,3,0.34,0.303,0.93,0.3881,8,4,5,0,2,1
1,0,0,1,0.3,0.303,0.45,0.1343,21,26,2,1,6,0
1,0,1,2,0.26,0.2727,0.93,0.1045,2,8,2,0,1,0
4,0,1,1,0.44,0.4394,0.88,0.2239,3,18,10,1,3,0
3,0,1,2,0.84,0.7879,0.49,0.2537,14,28,7,0,3,0
3,0,0,1,0.82,0.7576,0.46,0.2537,17,5,8,1,6,1
4,0,0,2,0.5,0.4848,0.88,0.194,2,27,10,1,5,0
1,0,0,1,0.4,0.4091,0.35,0.2836,17,20,3,0,6,1
4,0,1,1,0.24,0.2273,0.48,0.194,9,6,12,1,3,1
2,0,1,2,0.72,0.6515,0.42,0.1642,16,23,3,1,4,1
3,0,0,1,0.7,0.6667,0.79,0.2239,8,21,8,0,6,1
4,0,1,1,0.24,0.2273,0.65,0.2239,3,14,11,1,2,0
4,0,1,1,0.44,0.4394,0.58,0.194,23,10,10,1,2,0
2,0,0,1,0.28,0.2727,0.36,0.1642,20,27,3,0,6,0
4,0,1,1,0.56,0.5303,0.49,0.0,13,10,10,1,2,0
4,0,1,1,0.56,0.5303,0.73,0.2985,8,26,9,1,2,1
3,0,1,1,0.88,0.8182,0.44,0.194,15,19,7,0,1,0
3,0,0,1,0.92,0.7727,0.16,0.1642,17,31,7,0,6,1
2,0,1,1,0.56,0.5303,0.73,0.2537,0,18,6,1,0,0
3,0,0,1,0.8,0.7273,0.46,0.2985,16,17,7,0,6,1
1,1,0,2,0.34,0.303,0.42,0.3284,2,21,2,0,0,0
1,0,1,1,0.54,0.5152,0.52,0.2836,19,1,2,1,2,1
3,0,0,2,0.68,0.6364,0.69,0.2836,9,25,8,1,5,1
1,0,1,2,0.56,0.5303,0.64,0.2985,12,28,2,0,0,0
1,0,1,1,0.44,0.4394,0.26,0.5224,18,9,3,1,4,1
3,0,1,2,0.68,0.6364,0.89,0.1045,7,4,9,1,1,1
3,0,0,1,0.92,0.8788,0.4,0.2239,18,23,7,0,5,1
4,0,0,1,0.54,0.5152,0.39,0.194,18,15,10,0,5,1
3,0,0,1,0.74,0.697,0.7,0.1642,11,4,9,0,6,0
4,0,1,2,0.6,0.5455,0.88,0.1343,19,19,10,0,2,1
1,0,0,2,0.42,0.4242,0.77,0.2985,22,5,3,0,5,0
3,0,1,1,0.66,0.6212,0.74,0.2836,8,18,8,0,3,1
4,0,0,1,0.22,0.2727,0.64,0.0,21,18,12,0,6,0
3,0,1,1,0.8,0.7273,0.46,0.0,12,31,7,1,1,0
3,0,0,1,0.78,0.7576,0.66,0.1045,7,7,7,1,5,1
2,0,0,2,0.5,0.4848,0.68,0.1045,14,1,5,0,6,0
1,0,0,2,0.3,0.2879,0.52,0.2537,19,19,2,1,6,1
1,0,0,1,0.5,0.4848,0.29,0.2985,15,11,3,1,6,0
2,0,1,1,0.74,0.6818,0.58,0.1343,13,19,6,1,1,0
4,0,1,1,0.26,0.2727,0.6,0.1343,23,18,11,0,4,0
2,0,0,1,0.54,0.5152,0.68,0.194,6,16,6,1,5,0
2,0,0,1,0.74,0.6818,0.55,0.2985,17,28,5,0,5,1
3,0,1,1,0.7,0.6667,0.79,0.0,7,2,8,1,3,1
4,0,0,1,0.38,0.3939,0.82,0.1642,6,27,11,0,6,0
3,0,1,2,0.72,0.697,0.74,0.1045,8,6,7,0,2,1
1,0,1,1,0.42,0.4242,0.77,0.1642,14,12,1,1,3,0
2,0,1,2,0.68,0.6364,0.65,0.194,2,12,6,1,1,0
4,0,1,2,0.48,0.4697,0.77,0.0896,23,9,10,1,1,0
4,0,1,2,0.54,0.5152,0.88,0.3881,10,12,10,0,2,0
1,0,0,3,0.36,0.3636,0.93,0.0896,2,3,3,1,5,0
2,0,0,1,0.72,0.6515,0.3,0.0896,14,19,5,1,5,0
2,0,1,1,0.92,0.8788,0.4,0.194,14,9,6,0,3,0
2,0,0,2,0.32,0.303,0.87,0.2239,2,9,4,0,5,0
4,1,0,1,0.3,0.2879,0.61,0.194,4,11,11,0,4,0
2,0,1,1,0.66,0.6212,0.65,0.2239,19,20,6,0,0,1
1,0,0,1,0.3,0.2879,0.61,0.2836,12,28,1,1,5,0
4,0,0,1,0.24,0.2273,0.48,0.2537,10,25,11,1,6,0
3,0,0,1,0.66,0.6061,0.78,0.0896,21,28,7,1,5,0
2,1,0,1,0.64,0.6061,0.65,0.2537,11,16,4,1,0,0
2,0,1,1,0.6,0.6061,0.26,0.1045,16,14,4,0,3,1
1,0,1,1,0.16,0.1818,0.69,0.0,10,22,2,0,1,0
2,0,1,1,0.34,0.3333,0.25,0.1642,12,29,3,0,1,0
1,0,0,1,0.1,0.0909,0.49,0.2836,8,9,1,0,6,1
3,0,1,1,0.72,0.6818,0.7,0.1343,8,3,8,1,4,1
4,1,0,1,0.48,0.4697,0.29,0.0,14,22,11,1,3,0
1,0,1,2,0.22,0.2424,0.73,0.1045,6,6,1,1,4,0
3,0,1,1,0.56,0.5303,0.52,0.2836,3,23,8,0,1,0
1,0,1,2,0.28,0.2727,0.45,0.1642,14,4,2,0,4,0
2,0,1,2,0.48,0.4697,1.0,0.0896,6,22,3,1,3,0
1,0,0,2,0.22,0.197,1.0,0.3881,22,6,3,0,6,0
2,0,1,1,0.5,0.4848,0.42,0.1045,16,22,3,0,1,1
2,0,1,1,0.64,0.6212,0.41,0.1343,16,6,6,1,2,1
2,0,1,1,0.76,0.6667,0.29,0.2836,15,8,6,1,4,0
2,0,1,1,0.88,0.803,0.39,0.2836,18,9,6,0,3,1
3,0,1,2,0.74,0.697,0.66,0.0896,5,22,6,1,4,0
